Niveau;Vocabulaire;Signification;Lecture
N5;皿;assiette;さら
N4;再来月;dans deux mois;さらいげつ
N4;再来週;dans deux semaines;さらいしゅう
N5;再来年;dans deux ans;さらいねん
N4;;salade;サラダ
N3;更に;d'ailleurs, de plus, en plus;さらに
N2;;employé, cadre;サラリーマン
N3;猿;singe;さる
N3;去る [五段];partir, quitter;さる
N2;騒がしい;bruyant, agité;さわがしい
N3;騒ぎ;bruit, tapage, agitation;さわぎ
N4;騒ぐ [五段];faire du bruit;さわぐ
N2;爽やか;éloquent, clair, revigorant, frais, rafraîchissant;さわやか
N4;触る [五段];toucher;さわる
N5;三;trois;さん
N5;;suffixe pour les noms (Mme, Mr);さん
N3;参加;participation, engagement;さんか
N2;三角;triangle;さんかく
N2;参加する;participer à;さんかする
N2;産業;industrie;さんぎょう
N3;参考;référence, consultation;さんこう
N2;算数;calcul, arithmétique;さんすう
N3;賛成;accord, approbation;さんせい
N2;酸性;acidité;さんせい
N3;酸素;oxygène;さんそ
N4;;sandale;サンダル
N2;産地;zone de production;さんち
N4;;sandwich;サンドイッチ
N4;残念;regrettable;ざんねん
N2;;échantillon;サンプル
N5;散歩;promenade, balade;さんぽ
N5;散歩する;se promener;さんぽする
N2;山林;forêts et montagnes, forêt de montagne;さんりん
N5;四;quatre;し
N4;市;ville;し
N3;詩;poème;し
N3;氏;nom de famille, lignée, Mr.;し
N5;時;heure (comme dans : 6h du matin, 18h…);じ
N4;字;caractère (imprimerie);じ
N4;試吅;épreuve sportive, match;しあい
N2;仕上がる [五段];être fini, être complet, être fait;しあがる
N2;明々後日;dans trois jours;しあさって
N3;幸せ;bonheur, bénédiction, chance;しあわせ
N2;;saison (sportive);シーズン
N2;;drap;シーツ
N2;寺院;temple;じいん
N3;;jeans;ジーンズ
N2;;silencieusement, calmement;しいんと
N2;自衛;auto-défense;じえい
N3;ジェット機;avion à réaction;ジェットき
N5;塩;sel;しお
N2;塩辛い;salé;しおからい
N2;司会;présidence;しかい
N2;四角;carré;しかく
N2;四角い;carré;しかくい
N5;併し;mais, cependant, pourtant, toutefois;しかし
N4;仕方;méthode, manière;しかた
N3;地方;province, région, aire, district;じかた・ちほう
N2;仕方がない;c'est inévitable, on n'y peut rien;しかたがない
N3;直に;directement, sans intermédiaire;じかに
N3;而も;d'ailleurs, de plus, en plus;しかも
N4;叱る [五段];gronder (quelqu'un);しかる
N5;時間;heure, temps;じかん
N2;時間割;emploi du temps, programme;じかんわり
N4;式;formule, équation, cérémonie;しき
N2;四季;les quatre saisons;しき
N3;時期;période, saison;じき
N2;直;direct, en personne, immédiatement, tout de suite;じき
N2;敶地;terrain, site, emplacement;しきち
N3;支給;paiement, allocation, pension;しきゅう
N2;至急;d'urgence, urgent;しきゅう
N3;頻りに;fréquemment, sans cesse;しきりに
N2;敶く [五段];déployer, recouvrir, étaler;しく
N3;刺激;stimulation, excitation;しげき
N2;茂る [五段];être luxuriant, pousser abondamment;しげる
N4;試験;examen;しけん
N3;事件;incident, affaire;じけん
N3;資源;ressources;しげん
N4;事故;accident, incident;じこ
N3;時刻;horaire, instant, moment;じこく
N5;仕事;travail, emploi;しごと
N3;自殺;suicide;じさつ
N2;持参する;prendre avec soi, emporter;じさんする
N3;事实;vérité, fait;じじつ
N2;磁石;aimant;じしゃく
N2;四捨五入;arrondi au chiffre supérieur;ししゃごにゅう
N2;始終;du début à la fin;しじゅう
N2;自習する;apprendre par soi-même;じしゅうする
N3;支出;dépenses;ししゅつ
N5;辞書;dictionnaire;じしょ
N3;事情;circonstances, conditions, situation;じじょう
N4;地震;tremblement de terre;じしん
N3;自身;personnellement, soi-même;じしん
N2;自信;confiance en soi;じしん
N3;詩人;poète;しじん
N5;静か;calme;しずか
N2;静まる [五段];s'apaiser, se calmer, se modérer;しずまる
N3;沈む [五段];s'enfoncer, couler, se sentir déprimé;しずむ
N2;姿勢;attitude, posture;しせい
N3;自然;nature;しぜん
N2;自然科学;sciences naturelles;しぜんかがく
N3;思想;pensée, idée;しそう
N2;時速;vitesse (par heure);じそく
N2;子孫;descendant;しそん
N5;下;dessous;した
N3;舌;langue (organe);した
N2;死体;cadavre;したい
N3;事態;état des choses, situation;じたい
N3;次第;ordre, succession, circonstances, dès que;しだい
N4;時代;époque, période;じだい
N3;従う [五段];obéir, se conformer à, accompagner;したがう
N2;下書き;brouillon;したがき
N3;従って;conformément à, par conséquence;したがって
N4;下着;sous-vêtements;したぎ
N4;支度;préparation;したく
N2;自宅;sa maison, son chez-soi;じたく
N3;親しい;familié;したしい
N2;下町;ville basse;したまち
N2;自治;autogouverné, autonome;じち
N3;質;qualité;しつ
N2;审;pièce (d'une maison);しつ
N2;实;vérité, réalité, sincérité, fidélité;じつ
N4;確り;fermement;しっかり
N2;实感;sentiments (sincères);じっかん
N2;湿気;humidité;しっき
N3;失業;chômage;しつぎょう
N3;实験;expérience;じっけん
N3;实現;implémentation, matérialisation, réalisation;じつげん
N2;;tenace, obstiné;しつこい
N3;实行;pratique, exécution, réalisation;じっこう
N3;实際;vérité, réalité;じっさい
N3;实施する;établir, décréter, introduire;じっしする
N2;实習;entraînement, pratique;じっしゅう
N2;实績;accomplissement, résultats actuels;じっせき
N3;;fermement, fixement;じっと
N2;湿度;taux d'humidité;しつど
N3;实に;sincèrement, véritablement;じつに
N3;实は;en réalité;じつは
N4;失敗;échec;しっぱい
N2;執筆;écriture;しっぴつ
N2;实物;l'original (par opposition à la copie);じつぶつ
N2;尻尾;queue (d'un animal);しっぽ
N3;失望;désespoir;しつぼう
N5;質問;question, demande de renseignement;しつもん
N5;質問する;poser une question;しつもんする
N2;实用;coutume, usage;じつよう
N2;实力;mérite, capacité, force;じつりょく
N4;失礼;malpoli;しつれい
N4;失礼;impolitesse;しつれい
N2;实例;exemple, illustration;じつれい
N5;失礼しました;excusez-moi, je suis désolé;しつれいしました
N5;失礼します;excusez-moi;しつれいします
N2;失恋;déception amoureuse, cœur brisé, chagrin;しつれん
N2;指定する;désigner, pointer du doigt;していする
N2;私鉄;chemin de fer privé;してつ
N3;支店;succursale (d'une société), filiale;してん
N4;辞典;dictionnaire;じてん
N5;自転車;vélo;じてんしゃ
N3;指導;commandement, direction, leadership;しどう
N3;自動;automatique;じどう
N2;児童;enfant;じどう
N5;自動車;véhicule;じどうしゃ
N3;品;article, bien, produit;しな
N4;品物;marchandises;しなもの
N5;死ぬ [五段];mourir;しぬ
N3;支配;domination, contrôle;しはい
N3;芝居;pièce de théâtre;しばい
N3;屡;souvent, fréquemment;しばしば
N3;芝生;pelouse, gazon;しばふ
N3;支払;paiement;しはらい
N3;支払う [五段];payer;しはらう
N4;暫く;un instant, un moment;しばらく
N2;縛る [五段];attacher, lier;しばる
N2;地盤;sol, terrain;じばん
N5;字引;dictionnaire;じびき
N2;痺れる [一段];s'engourdir;しびれる
N5;自分;soi-même, elle-même, lui-même;じぶん
N2;紙幣;billet de banque, papier monnaie;しへい
N3;死亡;mort, mortalité;しぼう
N2;萎む;se flétrir, se faner, s'estomper;しぼむ
N2;絞る [五段];presser, essorer, tordre;しぼる
N3;資本;capital, fond monétaire;しほん
N4;島;île;しま
N2;縞;rayure, raie;しま
N3;姉妹;sœurs;しまい
N2;仕舞;fin, terminaison, pièce de théâtre Noh;しまい
N4;仕舞う [五段];finir, fermer, clôturer, mettre fin à;しまう
N3;;zut ! Merde !;しまった
N5;閉まる [五段];se fermer;しまる
N3;自慢;fierté, orgueil, vantardise;じまん
N2;地味;pur, simple, sobre;じみ
N2;泋み泋み;ardemment, chaleureusement, de bon cœur;しみじみ
N4;市民;citoyen;しみん
N3;事務;travail de bureau;じむ
N4;事務所;bureau (pièce);じむしょ
N2;氏名;nom et prénom, identité;しめい
N2;締め切り;fermeture, dernier délai, fin, fermé;しめきり
N2;締め切る [五段];"clôturer, fermer, condamner (une porte, une
ouverture)";しめきる
N3;示す [五段];indiquer, signifier, marquer, montrer;しめす
N2;占めた;j'ai compris ! Pas de souci !;しめた
N5;締める [一段];attacher;しめる
N5;閉める [一段];fermer;しめる
N3;占める [一段];occuper, remplir, contenir;しめる
N2;湿る [五段];être mouillé, se mouiller;しめる
N2;地面;sol, surface de la terre;じめん
N3;霜;gel, givre;しも
N2;;journaliste;ジャーナリスト
N4;社会;société;しゃかい
N2;社会科学;sciences sociales;しゃかいかがく
N2;[五段];s'accroupir;しゃがむ
N2;蛇口;robinet;じゃぐち
N2;弱点;point faible;じゃくてん
N2;車庫;garage;しゃこ
N2;車掌;conducteur de train;しゃしょう
N5;写真;photographie;しゃしん
N5;写真を撮る;prendre une photo;しゃしんをとる
N2;写生;croquis, esquisse, description;しゃせい
N2;社説;éditorial (article de journal);しゃせつ
N4;社長;PDG;しゃちょう
N5;;chemise, chemisier;シャツ
N3;借金;dette, emprunt;しゃっきん
N2;吃逆;hoquet;しゃっくり
N2;;volet, store;シャッター
N2;[五段];sucer, mâcher, mordiller;しゃぶる
N3;喋る;parler, discuter;しゃべる
N2;斜辺;hypothénuse, ligne oblique;しゃへん
N4;邪魔;obstacle;じゃま
N4;;confiture;ジャム
N2;車輪;roue de voiture;しゃりん
N5;;douche;シャワー
N2;じゃん拳;jeu du pierre-feuille-ciseaux;じゃんけん
N3;週;semaine;しゅう
N3;州;état, province;しゅう
N5;中;à travers, partout dans, partout en;じゅう
N3;銃;pistolet, fusil, arme à feu;じゅう
N4;自由;libre;じゆう
N4;自由;liberté;じゆう
N5;十;dix;じゅう・とお
N3;周囲;alentours, circonférence, environs;しゅうい
N2;集会;réunion, assemblée;しゅうかい
N3;収穫;moisson, récolte, collecte;しゅうかく
N5;週間;semaine;しゅうかん
N4;習慣;habitude, manière;しゅうかん
N2;住居;adresse, habitation, résidence, maison;じゅうきょ
N3;宗教;religion;しゅうきょう
N2;集金;collecte d'argent;しゅうきん
N2;集吅;rassemblement, assemblée;しゅうごう
N2;習字;calligraphie;しゅうじ
N3;重視する;accorder de l'importance, considérer;じゅうしする
N4;住所;adresse;じゅうしょ
N3;就職;le fait de trouver un emploi, inauguration;しゅうしょく
N2;就職する;trouver un emploi;"しゅうしょくす
る"
N3;;jus;ジュース
N3;修正する;altérer, modifier, corriger, rectifier, retoucher;しゅうせいする
N2;修繕;réparation, rectification;しゅうぜん
N3;渋滞;embouteillage;じゅうたい
N2;重体;gravement malade, mal en point;じゅうたい
N3;重大;important, grave, sérieux;じゅうだい
N3;住宅;résidence, habitation;じゅうたく
N3;集団;groupe, masse;しゅうだん
N3;集中;concentration;しゅうちゅう
N2;終点;terminus;しゅうてん
N2;重点;point important, point majeur;じゅうてん
N4;柔道;judo;じゅうどう
N3;収入;revenu, recette;しゅうにゅう
N2;就任する;entrer en fonction, prendre un poste;しゅうにんする
N4;出発;départ;しゅうぱつ
N4;十分;assez, suffisant;じゅうぶん
N2;周辺;"circonférence, environs, périphérie, périphériques
informatiques";しゅうへん
N3;住民;citoyens, habitants, population;じゅうみん
N3;重要;essentiel, important;じゅうよう
N3;修理;réparation, dépannage;しゅうり
N2;終了;arrêt, fin;しゅうりょう
N2;重量;"pesanteur, poids, poids lourd (pour un sportif, une
voiture…)";じゅうりょう
N2;重力;gravité, pensanteur;じゅうりょく
N3;主義;doctrine, principe, règle;しゅぎ
N5;授業;cours, classe;じゅぎょう
N2;熟語;idiotisme, expression idiomatique;じゅくご
N2;祝日;jour férié;しゅくじつ
N2;縮小;diminution, réduction;しゅくしょう
N5;宿題;devoir à la maison;しゅくだい
N3;宿泊;séjour, nuit d'hôtel;しゅくはく
N2;受験する;passer un examen;じゅけんする
N2;主語;sujet grammatical;しゅご
N3;手術;opération chirurgicale;しゅじゅつ
N3;首相;Premier Ministre;しゅしょう
N3;手段;moyen, mesure;しゅだん
N3;主張;affirmation, déclaration, insistance;しゅちょう
N2;出勤する;aller au travail, aller travailler;しゅっきんする
N2;述語;prédicat (grammaire);じゅつご
N2;出場;participation, apparition (sur scène);しゅつじょう
N3;出身;être originaire de, venir de;しゅっしん
N4;出席;présence;しゅっせき
N2;出張;voyage d'affaire;しゅっちょう
N3;出版;édition, publication;しゅっぱん
N3;首都;capitale;しゅと
N3;主婦;femme au foyer;しゅふ
N4;趣味;passe-temps, hobby;しゅみ
N2;寿命;durée de vie;じゅみょう
N2;主役;rôle principal;しゅやく
N3;主要;principal, majeur;しゅよう
N3;需要;demande, requête;じゅよう
N3;種類;variété, sorte, genre, catégorie, type;しゅるい
N2;受話器;combiné téléphonique;じゅわき
N3;順;ordre, tour;じゅん
N3;瞬間;un instant, un moment, une seconde;しゅんかん
N2;循環;circulation, rotation, cycle;じゅんかん
N2;巡査;policier;じゅんさ
N2;順々;à tour de rôle, l'un après l'autre;じゅんじゅん
N2;順序;ordre, séquence, méthode;じゅんじょ
N2;純情;naïf, au cœur pur;じゅんじょう
N2;純粋;pure, véritable, vrai;じゅんすい
N3;順調;normal, satisfaisant, bien;じゅんちょう
N3;順番;ordre, tour;じゅんばん
N4;準備;préparation, préparatif;じゅんび
N2;諸;beaucoup, plusieurs;しょ
N2;所為;acte, action;しょい
N3;賞;prix;しょう
N3;章;compteur pour les chapitres;しょう
N2;背負う [五段];"être surchargé avec, porter sur son dos ou ses
épaules";しょう
N2;商;quotient, niveau, vente;しょう
N3;使用;utilisation, application, emploi;しよう
N2;畳;"compteur pour les tatamis (unité de mesure de
longueur)";じょう
N2;状;forme;じょう
N2;上;du point de vue de;じょう
N2;消化;digestion;しょうか
N4;紹介;présentation, introduction (d'une personne);しょうかい
N3;障害;obstacle, entrave, empêchement;しょうがい
N3;奨学金;bourse d'étude;しょうがくきん
N2;小学生;élève d'école primaire;しょうがくせい
N4;正月;jour du Nouvel-An;しょうがつ
N4;小学校;école primaire;しょうがっこう
N2;蒸気;vapeur;じょうき
N2;将棋;shôgi (jeu d'échec japonais);しょうぎ
